-0.69	-0.98	0.46	-0.11	0.77	-0.11	0.35	-0.94	-0.87	-0.49	-0.08	-0.11	-0.1	-0.43	-0.92	0.22	0.58	-0.45	0.29	0.26
-0.78	-0.39	0.9	-0.66	-0.66	0.49	-0.29	-0.4	0.22	-0.78	-0.61	-0.71	-0.3	-0.03	-0.14	-0.85	0.63	-0.94	-0.69	0.8
-0.03	0.05	0.06	0.21	-0.07	-0.06	0.94	0.87	-0.03	0.02	-0.08	-0.07	0.03	0.1	-0.04	-0.05	0.6	-0.1	-0.05	0.06
0.01	0.13	0.33	0.04	-0.82	-0.41	0.65	0.46	0.35	0.84	-0.42	0.27	0.64	0.62	-0.01	0.01	-0.2	0.35	-0.88	-0.14
